"1","酷！學園 - 論壇首頁","http://phorum.study-area.org/"
"1","酷！學園 - 論壇 - 活動/聚會區","http://phorum.study-area.org/index.php/board,22.0.html"
"1","Google+","https://plus.google.com/112729012807279156312"
"2","Facebook","https://www.facebook.com/groups/debian.tw/"
"3","Ubuntu 正體中文站","http://www.ubuntu-tw.org/"
"4","Facebook","https://www.facebook.com/groups/ubuntu.zh.hant/"
"5","Facebook","https://www.facebook.com/groups/148847361474/"
"6","Google+","https://plus.google.com/communities/101238863048851764297"
"7","Facebook","https://www.facebook.com/groups/opensuse.zh/"
"8","Facebook","https://www.facebook.com/groups/linuxminttw/"
"9","Facebook","https://www.facebook.com/groups/543559052337419/"
"10","Meetup","http://www.meetup.com/Taipei-py/"
"10","YouTube","http://www.youtube.com/user/taipeipython"
"11","Meetup","http://www.meetup.com/pythonhug/"
"12","Meetup","http://www.meetup.com/Tainan-py-Python-Tainan-User-Group/"
"13","Facebook","https://www.facebook.com/groups/pythontw/"
"14","PyLadies @ Taiwan!","http://tw.pyladies.com/"
"14","Twitter","https://twitter.com/PyLadiesTW"
"14","Facebook","https://www.facebook.com/groups/pyladies.taiwan/"
"14","Google+","https://plus.google.com/107864110865512838634"
"14","Google Groups","https://groups.google.com/forum/#!forum/pyladies-taiwan"
"101","花蓮.py","http://hualien.python.org.tw/"
"15","Ruby Taiwan","http://ruby.tw/"
"15","Meetup","http://www.meetup.com/taipei-rails-meetup/"
"15","Facebook","https://www.facebook.com/groups/142197385837507/"
"15","Google+","https://plus.google.com/u/0/communities/116453014205704362331"
"16","Facebook","https://www.facebook.com/groups/208890269174940/"
"17","Rails Girls Taiwan","http://railsgirls.tw/"
"17","Facebook","https://www.facebook.com/railsgirlstw"
"19","Facebook","https://www.facebook.com/groups/569223303140308/"
"100","TWJUG","http://www.twjug.org/"
"100","Facebook","https://www.facebook.com/groups/185338705012/"
"20","Facebook","https://www.facebook.com/groups/perl.tw/"
"21","Facebook","https://www.facebook.com/groups/javascript.tw/"
"21","JavaScript.tw","http://blog.javascript.tw/"
"21","KKTIX","http://javascript-tw.kktix.cc/"
"22","Meetup","http://www.meetup.com/javascript-enthusiasts/"
"23","Google Groups","https://groups.google.com/forum/#!forum/jquery-"
"24","Node.js Taiwan","http://nodejs.tw/"
"24","Facebook","https://www.facebook.com/groups/node.js.tw/"
"25","Facebook","https://www.facebook.com/groups/609637942379913/"
"26","Ext JS 正體中文站","http://www.extjs.com.tw/"
"27","Facebook","https://www.facebook.com/groups/199493136812961/"
"28","KKTIX","http://phptheday.kktix.cc/"
"29","Meetup","http://www.meetup.com/Taiwan-R"
"29","Facebook","https://www.facebook.com/Tw.R.User"
"29","YouTube","http://www.youtube.com/user/TWuseRGroup"
"30","Google+","https://plus.google.com/u/0/communities/113583235692012570234"
"31","Facebook","https://www.facebook.com/groups/270034869726161/"
"31","Google+","https://plus.google.com/u/0/communities/104477566916575050505"
"32","Facebook","https://www.facebook.com/SamsungDevsTaiwan"
"33","Facebook","https://www.facebook.com/groups/iostw/"
"33","YouTube","http://www.youtube.com/user/iOSDevClub/"
"34","Cocoaheads Taiwan","http://cocoaheads.tw/"
"34","Google Groups","https://groups.google.com/forum/#!forum/cocoaheadstw"
"35","Taipei Cocoa Programmers' Group","http://cocoaheads.org/tw/Taipei/index.html"
"35","Twitter","https://twitter.com/CocoaHeads_TPE"
"36","Kaohsiung Cocoa Programmers' Group","http://cocoaheads.org/tw/Kaohsiung/index.html"
"36","Facebook","https://www.facebook.com/groups/cocoaheads.kaohsiung/"
"36","GitHub","https://github.com/CocoaHeads-Kaohsiung"
"37","GitHub","https://github.com/golangtw"
"37","Hackpad","https://golangtw.hackpad.com/"
"37","Golang Taiwan","http://golang.tw/"
"37","Twitter","https://twitter.com/golangtw"
"37","KKTIX","http://golang.kktix.cc/"
"38","KKTIX","http://funth.kktix.cc/"
"39","Facebook","https://www.facebook.com/groups/processingtaipei/"
"40","Facebook","https://www.facebook.com/groups/puredata.taipei/"
"41","Facebook","https://www.facebook.com/groups/tbuc.adm/"
"42","Meetup","http://www.meetup.com/Taipei-WordPress-Meetup/"
"43","Drupal Taiwan 正體中文支援站","http://drupaltaiwan.org/"
"43","活動規劃、發佈 | Drupal Taiwan 正體中文支援站","http://drupaltaiwan.org/forums/%E7%B6%9C%E5%90%88%E8%A8%8E%E8%AB%96/%E6%B4%BB%E5%8B%95%E8%A6%8F%E5%8A%83%E3%80%81%E7%99%BC%E4%BD%88"
"44","KDE 台灣 KDE Taiwan 首頁","http://kde.linux.org.tw/"
"44","Blogger","http://kdetw.blogspot.tw/"
"44","Google Groups","https://groups.google.com/forum/#!forum/kde-tw"
"44","Google+","https://plus.google.com/communities/114095232656344072201"
"44","GitHub","https://github.com/KDE-Taiwan"
"45","OOo補給站","http://ooo.tn.edu.tw/"
"46","Google Groups","https://groups.google.com/forum/#!forum/openoffice-tw"
"47","Facebook","https://www.facebook.com/groups/libreozht.users/"
"48","Facebook","https://www.facebook.com/groups/237602986272892/"
"49","Google Groups","https://groups.google.com/forum/#!forum/drbl"
"102","Facebook","https://www.facebook.com/groups/lovejoomla/"
"102","SlideShare","http://www.slideshare.net/ilovejoomla"
"50","Facebook","https://www.facebook.com/groups/htmlfive/"
"51","RGBA","http://rgba.tw/"
"51","Facebook","https://www.facebook.com/rgba.tw"
"51","Twitter","https://twitter.com/rgba_"
"51","Google+","https://plus.google.com/106829746237234880643"
"52","Front-End Developers Taiwan!","http://www.f2e.tw/"
"52","KKTIX","http://f2e.kktix.cc/"
"52","Facebook","https://www.facebook.com/groups/521085554595481/"
"53","Facebook","https://www.facebook.com/groups/358503154261390/"
"54","HappyDesigner 快樂設計師","http://happydesigner.org/"
"54","KKTIX","http://happydesigner.kktix.cc/"
"54","Blogger","http://blog.happydesigner.org/"
"54","Google Groups","https://groups.google.com/forum/#!forum/happydesigner"
"55","KKTIX","http://belp.kktix.cc/"
"55","Google Groups","https://groups.google.com/forum/?fromgroups#!forum/belp-general"
"55","Facebook","https://www.facebook.com/belp.general"
"56","Facebook","https://www.facebook.com/groups/226875540746269/"
"57","chrO.ot","http://www.chroot.org/"
"103","Facebook","https://www.facebook.com/groups/honeynet/"
"103","The Honeynet Project 台灣分會","http://www.honeynet.org.tw/"
"58","CloudTW","http://www.cloudtw.org/"
"58","Google+","https://plus.google.com/103415808577399856931"
"58","Facebook","https://www.facebook.com/CloudTW.org"
"58","Google Groups","https://groups.google.com/forum/#!forum/cloudtw"
"59","Hadoop Taiwan User Group","http://www.hadoop.tw/"
"59","Facebook","https://www.facebook.com/groups/191142874328429/"
"60","AWS User Group in Taiwan","http://awsug.tw/"
"60","GitHub","https://github.com/AWSUG-TW/awsug-tw"
"61","JuluOSDev","http://www.juluos.org/"
"61","Google Groups","https://groups.google.com/forum/#!forum/juluosdev"
"61","GitHub","https://github.com/juluosdev"
"62","Code for Tomorrow","http://codefortomorrow.org/"
"62","Facebook","https://www.facebook.com/CodeForTomorrow"
"62","Twitter","https://twitter.com/codefortomorrow"
"62","GitHub","https://github.com/codefortomorrow"
"62","Google+","https://plus.google.com/communities/114030076209648929334"
"62","Google Groups","https://groups.google.com/forum/#!forum/codefortomorrow"
"63","Facebook","https://www.facebook.com/groups/codeforkaohsiung/"
"64","零時政府 g0v.tw","http://g0v.tw/"
"64","Google Groups","https://groups.google.com/forum/#!forum/g0v-general"
"64","Facebook","https://www.facebook.com/groups/387816094628136/"
"64","Google+","https://plus.google.com/+g0vTW"
"64","Twitter","https://twitter.com/g0vtw"
"65","OpenLabTaipei","http://www.openlabtaipei.org/"
"65","Google Groups","https://groups.google.com/forum/#!forum/openlabtaipei"
"65","Facebook","https://www.facebook.com/groups/openlab.taipei/"
"66","Fablab","http://www.fablabtaipei.org/"
"66","Fablab 論壇","http://bbs.fablabtaipei.org/forum.php"
"66","Facebook","https://www.facebook.com/groups/fablabtaipei/"
"66","Facebook Page","https://www.facebook.com/FablabTPE"
"67","FabCafe","http://taipei.fabcafe.com/"
"67","Facebook Page","https://www.facebook.com/FabcafeTaipei"
"68","Facebook","https://www.facebook.com/groups/511228628961577/"
"69","MakerBar Taipei","http://makerbartaipei.com/"
"69","Facebook Page","https://www.facebook.com/MakerbarTaipei"
"70","Fablab Dynamic","http://www.fablabtaiwan.org.tw/"
"70","Facebook Page","https://www.facebook.com/pages/Fablab-Dynamic/532700190113349"
"71","Dimension+","http://dimensionplus.co/"
"71","Facebook","https://www.facebook.com/dimensionP"
"72","Taipei Hackerspace","http://taipeihackerspace.github.io/"
"72","GitHub","https://github.com/taipeihackerspace"
"72","Facebook Page","https://www.facebook.com/TaipeiHackerspace"
"72","Google+","https://plus.google.com/100085911445404984901"
"72","Google Groups","https://groups.google.com/forum/#!forum/taipeihackerspace"
"73","Facebook","https://www.facebook.com/groups/arduinotaipei/"
"74","Facebook","https://www.facebook.com/groups/reprap.taipei/"
"75","Facebook","https://www.facebook.com/groups/427010570716215/"
"76","KKTIX","http://raspberrypi-tw-bdfa45.kktix.cc/"
"76","Raspberry Pi台灣樹莓派","http://www.raspberrypi.com.tw/"
"77","Facebook","https://www.facebook.com/groups/DIY.Machine/"
"78","Facebook","https://www.facebook.com/groups/Robot.Taipei/"
"79","OpenFoundry","http://www.openfoundry.org/"
"80","Taipei Open Source Software User Group","http://www.tossug.org/"
"80","Facebook","https://www.facebook.com/groups/tossug/"
"80","Google Groups","https://groups.google.com/forum/#!forum/tossug"
"81","Hacking Thursday","http://www.hackingthursday.org/"
"81","Facebook","https://www.facebook.com/groups/hackingday/"
"81","Google+","https://plus.google.com/u/0/communities/100300282605683816124"
"81","Google Groups","http://groups.google.com/group/hackingthursday"
"81","YouTube","http://www.youtube.com/results?search_query=hackingthursday"
"82","Facebook","https://www.facebook.com/groups/hsinchu.coders/"
"83","台中自由軟體愛好者聚會","http://tcffm.blogspot.tw/"
"83","Google+","https://plus.google.com/u/0/communities/103994353345517742722"
"83","Google Groups","https://groups.google.com/forum/#!forum/taichung-foss-fans-meeting"
"84","CTLUG","http://ct.lug.tw/"
"84","Google Groups","https://groups.google.com/forum/#!forum/ctlug-tw"
"84","Facebook","https://www.facebook.com/groups/ctlug.tw/"
"85","大高雄Linux使用者協會","http://kalug.linux.org.tw/"
"85","Google+","https://plus.google.com/communities/113465528091946960161"
"86","Facebook","https://www.facebook.com/groups/KSDGroup/"
"87","Meet Open Source User in Tainan","http://code.google.com/p/mosut/"
"87","Facebook","https://www.facebook.com/groups/mosut/"
"87","Google Groups","https://groups.google.com/forum/?fromgroups#!forum/MOSUT"
"88","OpenHack Taipei","http://openhack.github.io/taipei/"
"88","Facebook","https://www.facebook.com/groups/510083385683277/"
"88","Google+","https://plus.google.com/115727541741204190730"
"88","Twitter","https://twitter.com/OpenHackTP"
"89","Mozilla 台灣社群","http://moztw.org/"
"89","Google+","https://plus.google.com/communities/110692367205504504391"
"89","Facebook Page","https://www.facebook.com/MozTW"
"89","Google Groups","https://groups.google.com/forum/?fromgroups#!forum/moztw-general"
"90","台灣女子自由軟體工作小組","http://wofoss.blogspot.tw/"
"90","Google Groups","https://groups.google.com/forum/#!forum/wofoss"
"90","KKTIX","http://wofoss.kktix.cc/"
